TF-pair	Coregulation-coefficient	#genes shared	list of genes shared
FKH1:RTG1	0.38395	1	SPB1
SUM1:TOS4	0.38482	2	PFS1:YDR042C
RPN4:CHA4	0.3854	1	YCR082W
SOK2:PIP2	0.38553	2	CRC1:GLC3
RCS1:SUT1	0.38559	3	AAC1:FTR1:LSM5
HAP4:FKH2	0.38567	3	ERG26:KGD2:OSH7
DAL81:MAC1	0.38581	1	CTR1
YAP7:GAL4	0.38596	2	SNQ2:YDR010C
HSF1:HAP1	0.38628	3	AHP1:HOR7:YLR108C
PLM2:MET4	0.38672	1	MET10
UGA3:MCM1	0.38684	1	YDR210WD
PUT3:FHL1	0.38711	4	AAC1:DUR3:RPL16A:RPS20
HAP4:PIP2	0.3872	1	CIT1
UGA3:PHD1	0.3872	1	FLO10
PHD1:RTG1	0.38723	1	STB4
THI2:RPN4	0.38729	1	ERG26
MBP1:CUP9	0.38783	1	RPL7B
MSN4:SFP1	0.38805	2	PRE2:RPL11A
UME6:MET4	0.38931	1	STR3
CHA4:MCM1	0.38939	1	ERG28
RME1:PHD1	0.38939	1	IME1
PLM2:LEU3	0.39044	2	COS1:YPR109W
SWI4:YJL206C	0.39088	1	YPR013C
RPN4:RTG1	0.39174	1	CIT2
STP1:ABF1	0.39238	3	BAP3:HIS7:PIK1
ABF1:MOT3	0.39316	2	IDH1:NCE103
STP1:SWI4	0.39334	2	GNP1:SMT3
MAL33:MSN2	0.39345	1	GDH3
ABF1:ROX1	0.39456	6	CDC19:FLX1:IDH1:NCE103:VHS2:YIL134CA
SUT1:MSN4	0.39472	2	ATR1:YOL159C
TOS8:SKN7	0.3959	7	ECM33:ISU2:KRE6:SLM4:YNL234W:YNL235C:YOR227W
HAP4:MOT3	0.39625	1	CYC1
HSF1:PHD1	0.39626	3	MGA1:SNQ2:YDR010C
PHO2:SKN7	0.39626	3	GIT1:YBR085CA:YCR022C
PLM2:FKH1	0.3965	4	ESP1:TEL2:UME1:YMC2
PHO4:MGA1	0.39654	1	NFT1
SWI5:MIG1	0.39673	1	HXT3
YHP1:MIG2	0.3969	1	YAR009C
RCS1:INO4	0.39755	2	PSD1:YNL171C
UME6:FKH1	0.39759	4	BAR1:HUA1:PDS5:YTA7
GLN3:TOS8	0.39768	4	ASN1:GZF3:NOC4:UGA1
BAS1:ACE2	0.39791	1	AFG2
HCM1:RCS1	0.39824	11	ARN1:COS3:DBP2:MRPL10:PHO90:SPS1:TKL1:YGL160W:YHL039W:YIP5:YNL337W
UME6:STE12	0.39833	7	ACH1:BAR1:CFT2:GIC2:MEI4:SPO12:YLR114C
TOS8:AZF1	0.39848	1	YAR009C
SMP1:SUM1	0.39869	1	YRF11
YAP6:FKH1	0.39871	4	MFA2:SPS4:YNL146CA:YOR315W
YJL206C:SWI6	0.40035	1	YNR018W
STP1:SOK2	0.4004	3	MAK32:YCR018CA:YPT6
HCM1:ACE2	0.40064	4	MCM2:NIS1:SMP2:TPM1
HCM1:RPN4	0.40111	5	ASE1:MCM2:YNL337W:YNL338W:YRF16
PHO2:HAP1	0.40175	2	CYC1:ERG26
SMP1:ADR1	0.40181	1	FUN26
PHO2:TOS4	0.40223	3	ACA1:ADE12:YGR150C
DAL80:TYE7	0.40288	1	YDR042C
PLM2:SFP1	0.40292	2	RPL13A:RPS16B
MAC1:CIN5	0.40323	2	CTR1:FET4
YAP6:PHO4	0.40341	3	APT2:PHO81:YDR442W
GLN3:PIP2	0.40353	1	RPA34
REB1:PHO4	0.40416	3	ILV1:YJR098C:YUH1
MSN2:MET31	0.4042	1	YDR042C
YAP1:MOT3	0.4043	1	YOR315W
RCS1:STE12	0.40436	12	ARF3:CDC6:ELO1:ERG24:FIG1:FIT2:GFA1:MF(ALPHA)2:PRM1:RGM1:WSC3:YOR093C
MIG1:ABF1	0.40458	2	FES1:TIF11
ARO80:ABF1	0.40589	2	GSP1:RRP7
TOS4:SOK2	0.40594	8	ACA1:ACC1:DAL5:DAN4:FLO9:MAS6:PDR5:YNL337W
SUM1:YAP5	0.40595	2	YFR032C:YRF11
YAP5:TYE7	0.40654	3	BDH1:LYS5:PEX14
HSF1:INO4	0.40786	1	CHO2
STP1:STE12	0.40805	3	MAK32:YCR018CA:YOL159C
MBP1:AZF1	0.40844	1	RPA34
REB1:SFP1	0.4088	2	HSC82:RPA34
MGA1:TOS4	0.40924	2	DOS2:YDR067C
GCN4:AFT2	0.40928	5	CPA1:ISU1:LAP4:YOR302W:YPL137C
SWI5:ARO80	0.40929	1	YHR138C
UME6:DAL80	0.40956	2	GAT1:UGA4
NRG1:DAL80	0.40992	2	ADH7:YDR042C
PHO2:PHD1	0.41001	2	ACA1:GIT1
RPH1:STE12	0.41012	2	YDR210WD:YER138C
STE12:HAL9	0.41093	2	SRM1:YOL159C
SMP1:UME6	0.41134	3	GAT4:VPS55:YIR014W
TOS4:YAP1	0.41136	4	DDR48:ROX1:YGL117W:YMR172CA
MBP1:BAS1	0.41155	2	AFG2:YDR084C
YAP5:YAP1	0.41187	4	PAU4:RAM2:SPT23:YLR460C
CBF1:SKO1	0.41203	1	YHR033W
IXR1:RAP1	0.41206	1	RPL23A
YAP5:CUP9	0.41245	1	ECM13
STE12:SKO1	0.41298	1	CWP1
PUT3:HAL9	0.41329	1	STB4
RTG3:INO2	0.41329	1	MAS6
CBF1:TOS4	0.41366	8	ADE12:CBP1:CYS4:HIS1:MET6:POP1:UBC4:YGR154C
RTG3:MAC1	0.41411	1	AFG2
HSF1:HMS2	0.41423	1	MGA1
SUM1:MSN4	0.41468	2	YDR042C:YRF11
GCN4:CUP9	0.41471	1	ECM13
GCN4:SIP4	0.41476	1	PCK1
RPH1:DAL81	0.41521	1	PRP22
MBP1:YAP5	0.41561	7	AFG2:HSL1:PUP3:RAD51:VPS55:YBR007C:YKL102C
MIG2:MCM1	0.41612	1	SWI5
RCS1:YAP1	0.41628	6	MRS4:NMA2:SEC9:YDR084C:YGR011W:ZWF1
HSF1:GAL4	0.41686	2	SNQ2:YDR010C
MBP1:INO2	0.41714	2	MOT3:RNH202
YHP1:RAP1	0.41793	4	RPP2A:RPS15:YNL338W:YRF16
HSF1:SWI6	0.41807	4	CUE4:TSL1:TYE7:YML102CA
SWI6:FHL1	0.41816	6	GAT2:GID8:PLM2:RPL37B:TYE7:YPL056C
SWI5:YHP1	0.4188	3	YAR009C:YBL108W:YLR035CA
PLM2:GCN4	0.41891	6	ASF2:PTC2:TPN1:TRP2:YDL196W:YMC2
RPN4:MIG2	0.41907	1	YEL070W
SMP1:STE12	0.41919	4	CWP1:MRS1:MUC1:UTR2
RPN4:MCM1	0.41939	3	MFA2:TFC4:UFD1
ARO80:CBF1	0.41951	2	ARO9:SPL2
SWI4:RAP1	0.42089	5	PDC1:PLM2:QDR2:RPL37B:TYE7
THI2:STE12	0.42115	2	MAK32:YCR018CA
TEC1:YOX1	0.42137	4	HOS2:MFA2:YLL065W:YNL337W
STE12:FHL1	0.42145	9	CHS7:GAT2:GID8:RKI1:RPL42B:RPS3:RPS7A:SEC59:TYE7
PHO2:DAL80	0.42147	1	MRPL4
ARO80:SOK2	0.42159	2	UTR2:YHR138C
SWI5:STB5	0.42176	1	YER138C
MET32:ABF1	0.42198	3	ECM17:IDP2:IML1
TOS4:AZF1	0.42199	1	YDR042C
NRG1:FHL1	0.42203	7	AAC1:FLO9:FUN26:GAT2:GID8:ICY1:YPL056C
YHP1:INO4	0.42231	1	RNH202
NRG1:ADR1	0.42425	2	FUN26:YPS3
CBF1:ASH1	0.4243	2	CDC34:PST1
FKH1:GAL4	0.42449	2	AFR1:OPT2
PUT3:YOX1	0.42472	6	ERG1:FRE3:NMA2:SEC9:SUE1:YGR176W
MIG1:PUT3	0.42553	1	YEL070W
HCM1:MOT3	0.42604	2	HXT15:RPI1
PLM2:SUT1	0.42617	2	ERG28:YOL159C
FKH2:MET4	0.42663	1	YLL025W
OAF1:RTG3	0.42667	1	MAK31
SMP1:PUT3	0.42687	2	CTR1:RPL16A
CBF1:CHA4	0.42694	2	CAP1:LAC1
STB5:SOK2	0.42703	2	TCB1:TKL1
PUT3:TOS4	0.42704	4	FTR1:LSM5:TIS11:YLR137W
PLM2:MSN4	0.42739	6	COS1:IVY1:PCF11:YDR544C:YOL159C:YRF11
SWI4:LEU3	0.42855	2	PDR16:YGR190C
INO2:YOX1	0.42862	3	KNH1:PWP2:YDR278C
MSN4:CUP9	0.42949	1	RPL7B
HCM1:CST6	0.42981	1	ENA2
TOS8:STE12	0.42988	9	CAM1:DIG1:GRX3:MNT3:PCL2:RCK1:YAR009C:YIL015CA:YPR002CA
THI2:CBF1	0.42989	2	FCY22:LRS4
MSN2:MET4	0.42995	1	GND2
FKH1:HMS2	0.43001	1	BUB1
UPC2:MSN2	0.43118	1	YDR210WD
MIG1:YAP1	0.43155	1	ENA1
YAP5:AZF1	0.43155	1	YAR009C
TEC1:HSF1	0.43157	2	ACT1:UBC4
RTG3:PDR1	0.43209	2	ADH7:YFR017C
CHA4:YAP1	0.43468	1	YMR144W
RPN4:TOS8	0.43505	5	CYB5:RPS30A:YNL337W:YNL338W:YRF16
OAF1:SKN7	0.43526	2	POR2:SDP1
MET32:GAT1	0.43639	1	CYS3
HSF1:TOS4	0.4364	5	DPB2:SNG1:UBC4:YGR198W:YPR174C
RTG3:SWI6	0.43648	3	BAT2:YFR017C:YIL056W
PHO2:MGA1	0.43773	1	AAD3
HSF1:YAP5	0.43775	5	FES1:SSA3:SSH4:TEF2:TKL2
OAF1:YAP5	0.43777	2	XDJ1:YLR089C
ACE2:PIP2	0.4384	1	YBR159W
CBF1:MSS11	0.43844	1	RSC58
TEC1:TOS8	0.43941	3	PCL2:YLL065W:YNL337W
STE12:CHA4	0.43947	2	SUM1:TFB1
YAP5:ABF1	0.43981	9	ACS1:DHH1:FES1:MCK1:MRPS18:RPL2B:STE7:YAL053W:YNR036C
YJL206C:YOX1	0.43989	2	FDH1:YOR389W
INO2:RCS1	0.44006	3	COT1:PSD1:YNL171C
STE12:PUT3	0.44007	5	FIT2:PRM4:YDR506C:YER138C:YGR107W
SPT23:CIN5	0.44029	1	YJR011C
MET32:FKH2	0.44044	2	SED1:YMR144W
SWI6:LEU3	0.44056	2	PDR16:POL1
RCS1:MET28	0.4407	1	MET14
PHO2:HAP4	0.44081	2	CYC1:ERG26
STB5:HAP4	0.44081	1	HEM1
TOS8:PHD1	0.44092	5	GDS1:YEL074W:YEL075C:YML131W:YPR202W
PDR1:TOS4	0.44178	4	PDR5:RPL23B:SLX8:YNL337W
FKH1:SOK2	0.44223	6	CWP2:EXG1:PPN1:YHP1:YKL097C:ZRT1
HCM1:CBF1	0.44277	10	ASP34:CIK1:DAP1:GLE2:MSW1:OYE3:PFK27:PSE1:RHO3:YDR267C
NRG1:PPR1	0.44314	1	URA3
PUT3:CHA4	0.44316	1	MRP13
REB1:SUM1	0.44348	2	PPH22:YDL186W
YHP1:YAP1	0.44373	3	BPL1:CRD1:YGL114W
PUT3:ASH1	0.44391	1	AAD3
ZAP1:FHL1	0.44446	1	BUD19
GLN3:MSN4	0.44467	4	MRPL4:YER189W:YOL159C:YRF12
SWI4:RCS1	0.44475	9	CDC6:CLB2:ELO1:FTR1:LAP4:LSM5:MNN1:SPO20:YEL001C
RPN4:GAL4	0.44501	2	YNL337W:YRF16
GCN4:SOK2	0.44607	9	COR1:ECM13:GAT2:GID8:HRB1:MRP7:ORT1:RPC17:YBL044W
REB1:ADR1	0.44609	2	ACS1:REG1
REB1:SOK2	0.44611	8	RAT1:RPL15B:SET4:SUB1:TKL1:TUF1:YMR040W:YMR122WA
SMP1:DAL81	0.4462	2	CTR1:MNN1
YAP6:TYE7	0.44696	3	ERG26:YDR042C:YPS3
PLM2:TYE7	0.44755	3	CDC19:MET10:YNL284CA
GLN3:RME1	0.4477	1	RPA34
SWI5:FHL1	0.44793	5	FUN26:RPL2A:RPL31B:YLR406CA:YLR407W
REB1:TYE7	0.44796	3	CDC19:HRR25:YPL206C
GLN3:MIG1	0.44843	1	ENA1
PHO4:CIN5	0.44851	4	APT2:MRP8:PHO81:YDR442W
REB1:STE12	0.44911	8	ACT1:ARF3:GFA1:MF(ALPHA)2:RAP1:RGM1:SWI5:YOR093C
UME6:TOS8	0.44915	7	BEM4:CDC60:CHO1:CRC1:CTS1:MSC6:RAS1
XBP1:FHL1	0.44927	3	HMS2:RPS4A:YJR146W
HCM1:SKO1	0.44929	1	YPR013C
RTG3:PIP2	0.44974	1	CIT1
MET32:STE12	0.45057	3	MNT3:YPR158WA:YPR158WB
RPN4:GCN4	0.45097	5	ARO1:ATG1:ATP7:LYS20:PUT3
REB1:YOX1	0.4511	10	ALA1:BPH1:COG3:KRE5:SET4:STE18:TKL1:YER156C:YJR085C:YMR221C
PHO2:UME6	0.45216	3	ARO9:HSP82:SPL2
PHO4:TOS8	0.45289	4	BNI4:CDC4:HXT7:WWM1
STE12:HAP1	0.45301	6	CWP2:CYC3:TEC1:UTH1:YKL097C:YKR040C
UGA3:PUT3	0.45339	1	ADH7
SUM1:SWI4	0.45405	2	SPS4:YOR315W
UME6:YAP1	0.45418	4	CTT1:DDR2:SSA1:YFR017C
STB5:PUT3	0.45429	1	YER138C
MOT3:FHL1	0.45434	2	DUR3:RPS20
RCS1:ABF1	0.45444	14	CWC2:DCP2:ECM17:IML1:MLS1:NAS6:NHP2:PHB2:RPO31:RPT5:SLA2:SUI1:YML081W:ZMS1
GCN4:HAP1	0.45447	5	ADO1:COR1:SOD1:WAR1:YBL044W
REB1:PLM2	0.45454	6	CDC19:COX13:NAT2:SKP1:YNR040W:ZRG17
STP1:ROX1	0.45472	2	DIP5:YDR042C
GCN4:FKH2	0.45509	6	ATR1:CPA2:FRS2:GAT1:YMC2:YMR1
CBF1:SOK2	0.45556	11	CKB2:ECM17:HIR2:IML1:POP3:RHO3:SFB3:TRA1:WSC2:YHR112C:YHR113W
ROX1:FHL1	0.45569	6	AAC3:GAT2:GID8:MRM2:RPL1B:RPS19A
BAS1:TYE7	0.45572	1	BDH1
TEC1:SFP1	0.45626	1	YOR315W
PHO2:PUT3	0.4565	2	AAD3:YCR022C
HCM1:RME1	0.45665	2	PHO90:SMP2
STE12:YAP7	0.45751	7	HSP31:KTR2:MAK32:TCB2:YCR018CA:YER184C:YER185W
SWI6:TOS4	0.45779	6	CRH1:GIC1:SPO12:UTH1:YHR151C:YNR018W
UME6:RCS1	0.45779	10	CAT8:ECM29:GOS1:GPI12:HSC82:MMS1:SUB1:TIF3:TOP1:YMR040W
RPN4:SKN7	0.45782	5	ERG6:LYS20:MFA2:TRX2:YAP1
YAP5:CIN5	0.45842	8	ADH3:CFT1:ECM13:HSL1:PRO1:YBR007C:YLR460C:YMR082C
SMP1:MSN2	0.45905	3	CTR1:CWP1:SGE1
GCR1:AFT2	0.4593	1	BMH1
RPN4:FKH2	0.45935	4	ASE1:ERG26:PUP3:RAD51
PLM2:MGA1	0.45986	2	RAD28:YDR031W
REB1:AZF1	0.46012	1	RPA34
SOK2:ARR1	0.46099	1	AAD3
REB1:PUT3	0.46117	4	GTS1:YGL182C:YOR271C:YTM1
MIG1:FHL1	0.46161	2	FPS1:TPS1
PDR3:TOS4	0.46185	1	PDR5
MBP1:MOT3	0.46196	2	AFG2:AGA1
ARO80:FHL1	0.46229	2	RPL41A:RPL7B
GZF3:TYE7	0.46232	1	ERG26
THI2:ACE2	0.46234	1	YGR283C
SUM1:ABF1	0.46317	3	PMT2:SMK1:SPR3
MSN4:FKH2	0.46388	6	ATR1:HSP30:LSM3:MRPL4:PGM2:YGR050C
MIG2:YAP1	0.46429	1	ENA1
GLN3:MIG2	0.46479	1	ENA1
HCM1:RTG1	0.46539	2	MAK32:YCR018CA
REB1:ROX1	0.4657	5	CDC19:CLB3:RPA34:RSM26:YJR100C
SKN7:PIP2	0.4669	2	RPA34:XBP1
GAT1:TOS4	0.46712	3	DOS2:YDR042C:YDR067C
TEC1:RPN4	0.46811	2	MFA2:YNL337W
MIG2:PUT3	0.46827	1	YEL070W
UPC2:RCS1	0.46875	2	ATG7:MRPL10
MSN4:FHL1	0.46964	8	BUD19:GDH3:PRE2:RPL11A:RPL2A:RPL7B:TKL2:TPS1
GTS1:STE12	0.46977	1	YER138C
RAP1:AFT2	0.47089	5	CPA1:YDR544C:YHR033W:YOR302W:YRF11
SUT1:CBF1	0.47152	3	MSN2:OLE1:SDS23
GAT1:MCM1	0.47173	2	YDR210WD:YLR302C
UME6:BAS1	0.47187	2	HSC82:STR3
THI2:CIN5	0.47193	2	OYE2:YJR011C
MBP1:RAP1	0.47262	7	PLM2:RPL21A:RPL37B:RPS0B:YBR190W:YLR047C:YOR342C
MIG2:STE12	0.4728	2	SWI5:YAR009C
XBP1:FKH1	0.47281	2	CLB2:YGR050C
SWI5:MSN2	0.47347	4	DDR48:YGP1:YMR172CA:YMR173WA
SWI5:INO4	0.47348	1	HXT3
THI2:TOS8	0.47372	2	ARN1:YHL039W
YHP1:STP1	0.47403	2	HMRA2:YGR283C
SPT23:TOS4	0.47449	1	NIC96
PHO4:SKN7	0.47533	4	APT2:GIT1:MNN1:YDR442W
ABF1:GAL4	0.47568	4	AME1:CCT8:GCN2:NGR1
DAL80:FKH2	0.47604	2	GAT1:MRPL4
HCM1:MIG2	0.47719	2	HXT15:YAR009C
PDR1:TYE7	0.4774	2	YCL074W:YGR038CA
STE12:DAL80	0.47776	3	ARF3:FAR1:YOR093C
YOX1:PIP2	0.47799	3	FUN12:RBG1:TPD3
RPN4:RIM101	0.47812	2	ERG26:YEL070W
PLM2:BAS1	0.47824	2	GCV3:TPN1
STE12:MSN4	0.47824	9	AFR1:GSC2:MEI4:MKC7:TAF12:YDR210WD:YGP1:YJR054W:YOL159C
SWI5:HMS2	0.47844	1	YER138C
FKH1:MET31	0.47869	1	ZRT1
RCS1:NDT80	0.47869	1	YDR084C
GTS1:SOK2	0.4795	1	ATG11
SUM1:SWI6	0.47962	2	SPS4:YOR315W
MIG1:TOS8	0.47984	2	GAL4:YLR241W
PHO4:ROX1	0.48058	3	APT2:GIT1:YDR442W
PHO4:HAL9	0.48125	1	MNN1
PLM2:AZF1	0.48125	1	YAR009C
GAT3:TYE7	0.48171	1	YCL074W
SWI4:MGA1	0.482	2	YJR054W:YOR315W
FKH1:FHL1	0.48283	6	RPL20B:RPL31B:RPL39:RPS22A:YLR406CA:YLR407W
TOS8:YAP1	0.48317	5	PAU4:YGL114W:YLR460C:YML131W:YPR002CA
SUM1:SOK2	0.48343	3	DAL1:DAL4:YRF11
PDR1:STB5	0.48344	1	SNQ2
PHO4:ABF1	0.48431	5	CHA1:CST6:GCN2:PRM2:PUP2
RPH1:YOX1	0.4852	3	SSA3:YDR084C:YFR017C
SUM1:MSN2	0.48533	2	GND2:YDR042C
XBP1:SFP1	0.48562	1	TCB2
RPN4:NRG1	0.48584	5	CYB5:ERG26:ERG4:PDR1:YEL070W
CHA4:FHL1	0.48618	2	RPL38:YLR326W
PHO2:MAC1	0.48623	1	PMP1
PHO4:MOT3	0.4864	1	AFG2
MSN2:FHL1	0.48745	7	GAT2:GDH3:GID8:TKL2:TPS1:TYE7:YEL007W
LEU3:CIN5	0.48768	3	ALD5:SED1:YDR042C
MBP1:HAP4	0.48791	5	EGD2:ERG26:MDM31:MNN1:YLR297W
PHO2:FHL1	0.48791	4	RPL35B:RPS11B:RPS13:YGR150C
CAD1:PLM2	0.4884	2	CYT2:SRX1
RCS1:LEU3	0.48906	4	GTS1:YDR042C:YNL337W:YTM1
ADR1:SWI6	0.48924	2	CDC7:ERP3
RCS1:IXR1	0.49	2	TRS31:YDR084C
MET32:CIN5	0.49017	3	MMM1:SED1:YLL007C
FZF1:STE12	0.49125	1	HYM1
INO2:PLM2	0.49131	2	CHO2:SSF2
UME6:MAC1	0.49159	2	CTA1:CTT1
REB1:FKH1	0.49195	5	CLB2:NST1:RCR2:SPC24:SWI5
RTG3:CHA4	0.49202	1	YMR135WA
STB5:CIN5	0.49265	2	ALD6:YPL062W
HCM1:TOS4	0.49272	9	ACC1:AIR2:ASM4:MAS6:MRPS35:ROX3:RPL32:YDR161W:YNL337W
MIG2:DAL81	0.4928	1	YMR098C
YHP1:ROX1	0.49287	4	YAR009C:YLL065W:YNL338W:YRF16
UME6:YOX1	0.49345	11	AGP1:DMC1:FYV5:PRD1:SPO12:SUE1:UGA4:YFR017C:YGR043C:YNL149C:YOL092W
SUM1:STE12	0.49468	3	PHM6:TFB1:YOR315W
YOX1:MOT3	0.49468	3	SED1:UTH1:YKR040C
RCS1:SFP1	0.49502	4	CTH1:GIR2:HSC82:RPL22A
FKH1:CIN5	0.49506	6	GLN1:MFA2:MSM1:SPS4:YNL146CA:YOR315W
HCM1:GTS1	0.49625	1	ATG11
TOS4:MOT3	0.49688	2	FUS1:UTH1
HSF1:IXR1	0.49721	1	MMT1
GCN4:SKO1	0.49724	1	HIS3
GCN4:RAP1	0.49756	7	CPA1:FRS2:GAT1:HIS4:RPS0B:YLR047C:YOR302W
FKH1:ARG81	0.498	1	CUP9
HAP1:CIN5	0.49804	6	FAA1:FAS1:FRE4:ROX1:YGR035C:YPR063C
MCM1:MET31	0.4981	1	MET2
RTG3:MIG1	0.4986	1	ENA1
REB1:GAL4	0.49886	3	GAL1:GAL10:TRP1
TOS4:HAL9	0.49922	2	YDR042C:YNL337W
ABF1:RAP1	0.49938	9	BDF1:CDC19:ENO1:ENO2:FAS1:RPL2A:RPL2B:SSF2:YLR400W
TOS8:MSN2	0.49948	7	FBA1:ISU2:PEX32:POP7:WHI2:YGL231C:YOR227W
HCM1:SUT1	0.49999	3	PRM4:RCK1:RPI1
PDR3:PLM2	0.5001	1	PDR10
TOS4:ROX1	0.50023	6	ALD5:CDC19:PFS1:YDR042C:YGL117W:YNL337W
HSF1:LEU3	0.5007	2	ILV2:RPA34
RTG3:RME1	0.5007	1	YFR017C
REB1:MSN4	0.50078	7	COX14:MOT2:PRP22:TOM1:YBL059W:YDR455C:YER066CA
ARO80:GCN4	0.50088	2	ESBP6:NAF1
REB1:FKH2	0.50096	6	ACS1:CLB2:MND1:SPC24:SWI5:UBR1
OAF1:RAP1	0.50122	2	SWI1:YPL017C
MCM1:AFT2	0.50174	4	CPR8:PRY1:RAM1:YDL089W
YAP1:GAL4	0.50222	2	SNQ2:YDR010C
TOS8:RTG1	0.50256	2	PEX32:POP7
STP1:SFP1	0.50276	1	YKL161C
DAL81:RAP1	0.50384	4	FRS2:GAT1:MEP2:TYE7
CBF1:SWI6	0.50418	8	CIS3:LSM4:MNN5:PUP3:RAD51:SWE1:SWI4:TYE7
SUT1:YOX1	0.50432	4	ERG26:FLO9:SED1:SET4
THI2:YAP5	0.50586	2	SNO3:SNZ3
REB1:SWI6	0.50587	6	CDC21:CDC9:CLB2:RPL15B:UFE1:YMR122WA
SUM1:XBP1	0.50689	1	YRF11
PHO4:HSF1	0.50718	3	SEC1:TRM82:UBX3
ABF1:HAP1	0.50725	7	COX6:FAS1:LYS4:QCR9:RIX7:RTN1:YLL033W
MGA1:SWI6	0.50802	2	YJR054W:YOR315W
RME1:SKN7	0.50815	2	RPA34:SMP2
SIP4:FKH2	0.50815	1	YMR258C
MAL33:ABF1	0.50844	2	WSC4:YHL029C
HCM1:SWI4	0.50852	8	HLR1:PEX28:PSE1:SIM1:SKG6:TFP1:YPL056C:YPR013C
MIG2:FHL1	0.50862	2	FPS1:TPS1
SFP1:CIN5	0.50877	3	GPX1:TCB2:YOR315W
PHO4:TYE7	0.5093	2	MNN1:PPA2
UME6:MSN2	0.50989	6	CTA1:CTT1:DDR2:MEI4:SSA1:UBI4
RTG3:TYE7	0.51026	2	BPT1:YDR042C
UGA3:SKN7	0.51088	2	MAK32:YCR018CA
PLM2:FKH2	0.51179	6	FKH1:RIM4:SSF2:YGL114W:YIL130W:YMC2
UPC2:HAP1	0.51187	1	ERG2
SUM1:STP1	0.51192	1	YDR042C
DAL81:INO4	0.51205	1	CHO2
RDS1:PDR1	0.51303	1	ADH7
FHL1:ARR1	0.51324	1	GDH3
PUT3:GAL4	0.51416	2	AAD3:ADH7
PDR1:CIN5	0.51423	5	FLR1:FRE3:HXT11:HXT9:RMA1
TOS8:MIG2	0.51444	2	GAL4:YAR009C
TOS8:ARR1	0.51493	1	YML048WA
MBP1:GTS1	0.51575	1	HXT10
GCN4:ASH1	0.51588	2	ARG3:PCK1
YAP5:ASH1	0.516	2	AAD3:UTH1
DAT1:CIN5	0.5173	1	YJR011C
MET28:SOK2	0.51869	1	IZH3
SKN7:YOX1	0.51887	13	CCW12:FLO9:KNH1:MAK32:MFA2:PTR2:SET4:TIR1:UTH1:YCR018CA:YER010C:YKR040C:YLR111W
SWI4:MAC1	0.51888	2	FTR1:LSM5
RLM1:FHL1	0.51931	3	GDS1:MSC6:SEC59
HAP1:ARG81	0.51942	1	AAC1
YOX1:RAP1	0.51963	11	PLM2:PMP1:RPL16B:RPL33A:RPL37B:RPS0B:YDR544C:YLR047C:YNL338W:YRF11:YRF16
UGA3:TOS4	0.52	2	MSH5:YNL337W
HAC1:ABF1	0.52007	1	NEO1
SKN7:TYE7	0.52038	4	CWP2:MNN1:MSN2:YKL097C
MIG1:YOX1	0.5208	3	ENA1:YIL171W:YIL172C
YAP6:PLM2	0.52185	7	BET4:GCN4:MAD2:POG1:YDR544C:YOL159C:YRF11
GCN4:RME1	0.52205	2	PHO90:YJL200C
GAT1:HAP4	0.5223	2	ERG26:PRP3
TOS8:GTS1	0.52254	1	HXT10
MBP1:SFP1	0.52259	3	RPA34:RPL21A:YBR190W
RPN4:IXR1	0.52282	1	RPL23A
RPN4:MBP1	0.52323	6	ERG26:ERG4:MCM2:PDR1:PUP3:RAD51
RCS1:DAL81	0.52336	7	HOG1:LAP4:MNN1:PRP22:SIT1:YDR042C:YEL067C
ACE2:RAP1	0.52353	4	FRS2:GAT1:PMA1:RPS30A
XBP1:ABF1	0.52388	4	IDH1:NCE103:WSC4:YHL029C
SMP1:RTG1	0.52424	1	SGE1
PLM2:GAT1	0.52473	3	POS5:PRP3:YOL159C
SWI5:MET31	0.52523	1	MRPL4
HAP4:YAP7	0.52534	4	HEM3:SOD2:UBA4:YLR297W
SWI5:GCR1	0.52554	1	ENO1
PDR3:SWI4	0.52565	1	SNQ2
FKH2:AZF1	0.52626	1	YAP6
MSN4:ARG80	0.5267	1	YDR210WD
MGA1:YAP7	0.52702	2	NFU1:PTM1
GCN4:ABF1	0.52741	11	ATP7:HIS7:IDH1:NCE103:NPR1:PUT3:RIM101:RPC40:THR4:YAP1801:YHR162W
FKH1:SFP1	0.52748	2	RPL20B:YOR315W
RTG3:FKH1	0.52759	3	YGR050C:YMC2:ZRT1
MGA1:RIM101	0.52767	1	AAD3
RTG3:HCM1	0.52768	5	DAL2:MAK32:MAS6:YCR018CA:YNL134C
MAL33:HAP4	0.52781	1	YER189W
TOS4:FKH2	0.52791	7	FIR1:GIC1:RAX2:SPO12:UTH1:YHR151C:YPT31
RCS1:YAP7	0.52846	10	DTR1:FZO1:ISA2:LAP4:MRS4:NMA2:SEC9:YDR042C:YDR084C:YGR011W
PHO4:RTG1	0.52865	1	AFG2
OAF1:ABF1	0.52874	3	IDP2:KRE1:YNL321W
GLN3:STE12	0.52913	6	MAK32:UTH1:YCR018CA:YKR040C:YOL159C:YOR315W
FKH1:HAP1	0.52926	4	CWP2:SKM1:YKL097C:YOL114C
INO2:CBF1	0.52935	3	NOP13:PHO86:YJL119C
MAL33:CBF1	0.5297	2	NCP1:SRB2
TOS4:MSS11	0.52985	1	YIL141W
SWI6:MAC1	0.53092	2	EGD2:MDM31
